name,value,year,date,lastValue,rank
derby,110,127,13/03/2019,109,14
england,89,127,13/03/2019,80,19
leeds,109,127,13/03/2019,109,15
leicester,99,127,13/03/2019,96,16
bald,98,127,13/03/2019,98,17
ricardo,94,127,13/03/2019,92,18
brave,68,127,13/03/2019,65,20
city,186,128,14/03/2019,185,4
chris,245,128,14/03/2019,243,1
shame,188,128,14/03/2019,187,3
forest,224,128,14/03/2019,224,2
spurs,147,128,14/03/2019,142,8
united,165,128,14/03/2019,164,5
liverpool,145,128,14/03/2019,144,9
chelsea,163,128,14/03/2019,161,6
jake,131,128,14/03/2019,130,12
arsenal,135,128,14/03/2019,129,10
pulis,156,128,14/03/2019,150,7
dave,132,128,14/03/2019,130,11
boro,127,128,14/03/2019,126,13
derby,111,128,14/03/2019,110,14
england,97,128,14/03/2019,89,18
leeds,109,128,14/03/2019,109,15
leicester,99,128,14/03/2019,99,16
bald,98,128,14/03/2019,98,17
ricardo,97,128,14/03/2019,94,18
brave,70,128,14/03/2019,68,20
city,194,129,15/03/2019,186,3
chris,251,129,15/03/2019,245,1
shame,192,129,15/03/2019,188,4
forest,231,129,15/03/2019,224,2
spurs,158,129,15/03/2019,147,7
united,168,129,15/03/2019,165,5
liverpool,155,129,15/03/2019,145,9
chelsea,167,129,15/03/2019,163,6
jake,136,129,15/03/2019,131,12
arsenal,148,129,15/03/2019,135,10
pulis,158,129,15/03/2019,156,7
dave,137,129,15/03/2019,132,11
boro,135,129,15/03/2019,127,13
derby,113,129,15/03/2019,111,14
england,102,129,15/03/2019,97,16
leeds,109,129,15/03/2019,109,15
leicester,99,129,15/03/2019,99,18
bald,102,129,15/03/2019,98,16
ricardo,99,129,15/03/2019,97,18
brave,73,129,15/03/2019,70,20
city,196,130,16/03/2019,194,3
chris,251,130,16/03/2019,251,1
shame,194,130,16/03/2019,192,4
forest,232,130,16/03/2019,231,2
spurs,159,130,16/03/2019,158,7
united,172,130,16/03/2019,168,5
liverpool,157,130,16/03/2019,155,9
chelsea,167,130,16/03/2019,167,6
jake,136,130,16/03/2019,136,13
arsenal,148,130,16/03/2019,148,10
pulis,158,130,16/03/2019,158,8
dave,138,130,16/03/2019,137,11
boro,137,130,16/03/2019,135,12
derby,115,130,16/03/2019,113,14
england,103,130,16/03/2019,102,17
leeds,112,130,16/03/2019,109,15
leicester,100,130,16/03/2019,99,18
bald,107,130,16/03/2019,102,16
ricardo,99,130,16/03/2019,99,19
brave,76,130,16/03/2019,73,20
city,197,131,17/03/2019,196,3
chris,253,131,17/03/2019,251,1
shame,195,131,17/03/2019,194,4
forest,232,131,17/03/2019,232,2
spurs,160,131,17/03/2019,159,7
united,172,131,17/03/2019,172,5
liverpool,159,131,17/03/2019,157,8
chelsea,167,131,17/03/2019,167,6
jake,137,131,17/03/2019,136,12
arsenal,149,131,17/03/2019,148,10
pulis,158,131,17/03/2019,158,9
dave,139,131,17/03/2019,138,11
boro,137,131,17/03/2019,137,12
derby,115,131,17/03/2019,115,14
england,103,131,17/03/2019,103,17
leeds,113,131,17/03/2019,112,15
leicester,100,131,17/03/2019,100,18
bald,107,131,17/03/2019,107,16
ricardo,99,131,17/03/2019,99,19
brave,79,131,17/03/2019,76,20
city,198,132,18/03/2019,197,3
chris,258,132,18/03/2019,253,1
shame,197,132,18/03/2019,195,4
forest,233,132,18/03/2019,232,2
spurs,160,132,18/03/2019,160,7
united,176,132,18/03/2019,172,5
liverpool,159,132,18/03/2019,159,9
chelsea,172,132,18/03/2019,167,6
jake,139,132,18/03/2019,137,12
arsenal,149,132,18/03/2019,149,10
pulis,160,132,18/03/2019,158,7
dave,141,132,18/03/2019,139,11
boro,138,132,18/03/2019,137,13
derby,115,132,18/03/2019,115,14
england,103,132,18/03/2019,103,18
leeds,114,132,18/03/2019,113,15
leicester,104,132,18/03/2019,100,17
bald,109,132,18/03/2019,107,16
ricardo,99,132,18/03/2019,99,19
brave,79,132,18/03/2019,79,20
city,201,133,19/03/2019,198,3
chris,262,133,19/03/2019,258,1
shame,197,133,19/03/2019,197,4
forest,237,133,19/03/2019,233,2
spurs,160,133,19/03/2019,160,8
united,177,133,19/03/2019,176,5
liverpool,160,133,19/03/2019,159,8
chelsea,172,133,19/03/2019,172,6
jake,139,133,19/03/2019,139,13
arsenal,150,133,19/03/2019,149,10
pulis,168,133,19/03/2019,160,7
dave,143,133,19/03/2019,141,12
boro,147,133,19/03/2019,138,11
derby,115,133,19/03/2019,115,14
england,103,133,19/03/2019,103,18
leeds,115,133,19/03/2019,114,14
leicester,104,133,19/03/2019,104,17
bald,109,133,19/03/2019,109,16
ricardo,99,133,19/03/2019,99,19
brave,79,133,19/03/2019,79,20
city,202,134,20/03/2019,201,3
chris,265,134,20/03/2019,262,1
shame,200,134,20/03/2019,197,4
forest,239,134,20/03/2019,237,2
spurs,160,134,20/03/2019,160,9
united,178,134,20/03/2019,177,5
liverpool,161,134,20/03/2019,160,8
chelsea,172,134,20/03/2019,172,6
jake,144,134,20/03/2019,139,13
arsenal,150,134,20/03/2019,150,10
pulis,172,134,20/03/2019,168,6
dave,146,134,20/03/2019,143,12
boro,147,134,20/03/2019,147,11
derby,116,134,20/03/2019,115,14
england,108,134,20/03/2019,103,17
leeds,115,134,20/03/2019,115,15
leicester,104,134,20/03/2019,104,18
bald,111,134,20/03/2019,109,16
ricardo,104,134,20/03/2019,99,18
brave,80,134,20/03/2019,79,20
city,205,135,21/03/2019,202,3
chris,267,135,21/03/2019,265,1
shame,205,135,21/03/2019,200,3
forest,241,135,21/03/2019,239,2
spurs,160,135,21/03/2019,160,9
united,180,135,21/03/2019,178,5
liverpool,163,135,21/03/2019,161,8
chelsea,172,135,21/03/2019,172,6
jake,145,135,21/03/2019,144,13
arsenal,157,135,21/03/2019,150,10
pulis,172,135,21/03/2019,172,6
dave,150,135,21/03/2019,146,11
boro,148,135,21/03/2019,147,12
derby,118,135,21/03/2019,116,14
england,114,135,21/03/2019,108,16
leeds,115,135,21/03/2019,115,15
leicester,104,135,21/03/2019,104,19
bald,111,135,21/03/2019,111,17
ricardo,111,135,21/03/2019,104,17
brave,81,135,21/03/2019,80,20
city,206,136,22/03/2019,205,3
chris,268,136,22/03/2019,267,1
shame,206,136,22/03/2019,205,3
forest,241,136,22/03/2019,241,2
spurs,160,136,22/03/2019,160,9
united,181,136,22/03/2019,180,5
liverpool,163,136,22/03/2019,163,8
chelsea,173,136,22/03/2019,172,6
jake,145,136,22/03/2019,145,13
arsenal,157,136,22/03/2019,157,10
pulis,172,136,22/03/2019,172,7
dave,150,136,22/03/2019,150,11
boro,148,136,22/03/2019,148,12
derby,120,136,22/03/2019,118,14
england,119,136,22/03/2019,114,15
leeds,115,136,22/03/2019,115,16
leicester,104,136,22/03/2019,104,19
bald,111,136,22/03/2019,111,18
ricardo,114,136,22/03/2019,111,17
brave,81,136,22/03/2019,81,20
city,206,137,23/03/2019,206,4
chris,268,137,23/03/2019,268,1
shame,207,137,23/03/2019,206,3
forest,241,137,23/03/2019,241,2
spurs,160,137,23/03/2019,160,9
united,181,137,23/03/2019,181,5
liverpool,163,137,23/03/2019,163,8
chelsea,173,137,23/03/2019,173,6
jake,146,137,23/03/2019,145,13
arsenal,157,137,23/03/2019,157,10
pulis,172,137,23/03/2019,172,7
dave,151,137,23/03/2019,150,11
boro,148,137,23/03/2019,148,12
derby,120,137,23/03/2019,120,14
england,119,137,23/03/2019,119,15
leeds,115,137,23/03/2019,115,16
leicester,104,137,23/03/2019,104,19
bald,111,137,23/03/2019,111,18
ricardo,114,137,23/03/2019,114,17
brave,81,137,23/03/2019,81,20
city,206,138,24/03/2019,206,4
chris,268,138,24/03/2019,268,1
shame,208,138,24/03/2019,207,3
forest,242,138,24/03/2019,241,2
spurs,161,138,24/03/2019,160,9
united,181,138,24/03/2019,181,5
liverpool,163,138,24/03/2019,163,8
chelsea,174,138,24/03/2019,173,6
jake,146,138,24/03/2019,146,13
arsenal,157,138,24/03/2019,157,10
pulis,172,138,24/03/2019,172,7
dave,152,138,24/03/2019,151,11
boro,148,138,24/03/2019,148,12
derby,120,138,24/03/2019,120,14
england,120,138,24/03/2019,119,14
leeds,115,138,24/03/2019,115,16
leicester,104,138,24/03/2019,104,19
bald,111,138,24/03/2019,111,18
ricardo,114,138,24/03/2019,114,17
brave,82,138,24/03/2019,81,20
city,206,139,25/03/2019,206,4
chris,269,139,25/03/2019,268,1
shame,209,139,25/03/2019,208,3
forest,242,139,25/03/2019,242,2
spurs,161,139,25/03/2019,161,9
united,184,139,25/03/2019,181,5
liverpool,163,139,25/03/2019,163,8
chelsea,184,139,25/03/2019,174,5
jake,149,139,25/03/2019,146,12
arsenal,157,139,25/03/2019,157,10
pulis,173,139,25/03/2019,172,7
dave,153,139,25/03/2019,152,11
boro,149,139,25/03/2019,148,12
derby,120,139,25/03/2019,120,15
england,122,139,25/03/2019,120,14
leeds,115,139,25/03/2019,115,16
leicester,106,139,25/03/2019,104,19
bald,111,139,25/03/2019,111,18
ricardo,114,139,25/03/2019,114,17
brave,82,139,25/03/2019,82,20
city,208,140,26/03/2019,206,4
chris,269,140,26/03/2019,269,1
shame,210,140,26/03/2019,209,3
forest,244,140,26/03/2019,242,2
spurs,164,140,26/03/2019,161,8
united,184,140,26/03/2019,184,6
liverpool,163,140,26/03/2019,163,9
chelsea,185,140,26/03/2019,184,5
jake,149,140,26/03/2019,149,12
arsenal,158,140,26/03/2019,157,10
pulis,173,140,26/03/2019,173,7
dave,153,140,26/03/2019,153,11
boro,149,140,26/03/2019,149,12
derby,120,140,26/03/2019,120,15
england,124,140,26/03/2019,122,14
leeds,115,140,26/03/2019,115,16
leicester,106,140,26/03/2019,106,19
bald,111,140,26/03/2019,111,18
ricardo,114,140,26/03/2019,114,17
brave,82,140,26/03/2019,82,20
city,208,141,27/03/2019,208,4
chris,269,141,27/03/2019,269,1
shame,212,141,27/03/2019,210,3
forest,244,141,27/03/2019,244,2
spurs,164,141,27/03/2019,164,8
united,184,141,27/03/2019,184,6
liverpool,163,141,27/03/2019,163,9
chelsea,185,141,27/03/2019,185,5
jake,154,141,27/03/2019,149,11
arsenal,158,141,27/03/2019,158,10
pulis,173,141,27/03/2019,173,7
dave,154,141,27/03/2019,153,11
boro,149,141,27/03/2019,149,13
derby,120,141,27/03/2019,120,15
england,124,141,27/03/2019,124,14
leeds,115,141,27/03/2019,115,18
leicester,106,141,27/03/2019,106,19
bald,116,141,27/03/2019,111,16
ricardo,116,141,27/03/2019,114,16
brave,82,141,27/03/2019,82,20
city,209,142,28/03/2019,208,4
chris,272,142,28/03/2019,269,1
shame,214,142,28/03/2019,212,3
forest,246,142,28/03/2019,244,2
spurs,164,142,28/03/2019,164,8
united,186,142,28/03/2019,184,5
liverpool,164,142,28/03/2019,163,8
chelsea,185,142,28/03/2019,185,6
jake,158,142,28/03/2019,154,10
arsenal,158,142,28/03/2019,158,10
pulis,174,142,28/03/2019,173,7
dave,158,142,28/03/2019,154,10
boro,149,142,28/03/2019,149,13
derby,121,142,28/03/2019,120,15
england,126,142,28/03/2019,124,14
leeds,115,142,28/03/2019,115,18
leicester,106,142,28/03/2019,106,19
bald,118,142,28/03/2019,116,16
ricardo,116,142,28/03/2019,116,17
brave,82,142,28/03/2019,82,20
city,209,143,29/03/2019,209,4
chris,273,143,29/03/2019,272,1
shame,219,143,29/03/2019,214,3
forest,246,143,29/03/2019,246,2
spurs,164,143,29/03/2019,164,8
united,186,143,29/03/2019,186,5
liverpool,164,143,29/03/2019,164,8
chelsea,185,143,29/03/2019,185,6
jake,158,143,29/03/2019,158,12
arsenal,159,143,29/03/2019,158,10
pulis,174,143,29/03/2019,174,7
dave,159,143,29/03/2019,158,10
boro,149,143,29/03/2019,149,13
derby,122,143,29/03/2019,121,15
england,126,143,29/03/2019,126,14
leeds,115,143,29/03/2019,115,18
leicester,106,143,29/03/2019,106,19
bald,118,143,29/03/2019,118,17
ricardo,119,143,29/03/2019,116,16
brave,83,143,29/03/2019,82,20
city,210,144,30/03/2019,209,4
chris,278,144,30/03/2019,273,1
shame,223,144,30/03/2019,219,3
forest,249,144,30/03/2019,246,2
spurs,165,144,30/03/2019,164,8
united,188,144,30/03/2019,186,5
liverpool,164,144,30/03/2019,164,9
chelsea,186,144,30/03/2019,185,6
jake,160,144,30/03/2019,158,11
arsenal,160,144,30/03/2019,159,11
pulis,177,144,30/03/2019,174,7
dave,163,144,30/03/2019,159,10
boro,155,144,30/03/2019,149,13
derby,124,144,30/03/2019,122,15
england,126,144,30/03/2019,126,14
leeds,116,144,30/03/2019,115,18
leicester,106,144,30/03/2019,106,19
bald,121,144,30/03/2019,118,16
ricardo,121,144,30/03/2019,119,16
brave,88,144,30/03/2019,83,20
city,219,145,31/03/2019,210,4
chris,279,145,31/03/2019,278,1
shame,227,145,31/03/2019,223,3
forest,249,145,31/03/2019,249,2
spurs,179,145,31/03/2019,165,8
united,188,145,31/03/2019,188,6
liverpool,173,145,31/03/2019,164,9
chelsea,194,145,31/03/2019,186,5
jake,162,145,31/03/2019,160,11
arsenal,161,145,31/03/2019,160,12
pulis,180,145,31/03/2019,177,7
dave,166,145,31/03/2019,163,10
boro,155,145,31/03/2019,155,13
derby,126,145,31/03/2019,124,15
england,127,145,31/03/2019,126,14
leeds,116,145,31/03/2019,116,18
leicester,106,145,31/03/2019,106,19
bald,123,145,31/03/2019,121,16
ricardo,121,145,31/03/2019,121,17
brave,91,145,31/03/2019,88,20
city,219,146,01/04/2019,219,4
chris,280,146,01/04/2019,279,1
shame,230,146,01/04/2019,227,3
forest,251,146,01/04/2019,249,2
spurs,179,146,01/04/2019,179,8
united,188,146,01/04/2019,188,6
liverpool,174,146,01/04/2019,173,9
chelsea,194,146,01/04/2019,194,5
jake,162,146,01/04/2019,162,11
arsenal,161,146,01/04/2019,161,12
pulis,181,146,01/04/2019,180,7
dave,167,146,01/04/2019,166,10
boro,159,146,01/04/2019,155,13
derby,127,146,01/04/2019,126,15
england,128,146,01/04/2019,127,14
leeds,116,146,01/04/2019,116,18
leicester,106,146,01/04/2019,106,19
bald,123,146,01/04/2019,123,16
ricardo,121,146,01/04/2019,121,17
brave,91,146,01/04/2019,91,20
city,219,147,02/04/2019,219,4
chris,280,147,02/04/2019,280,1
shame,231,147,02/04/2019,230,3
forest,252,147,02/04/2019,251,2
spurs,179,147,02/04/2019,179,8
united,188,147,02/04/2019,188,6
liverpool,174,147,02/04/2019,174,9
chelsea,194,147,02/04/2019,194,5
jake,163,147,02/04/2019,162,11
arsenal,161,147,02/04/2019,161,13
pulis,183,147,02/04/2019,181,7
dave,168,147,02/04/2019,167,10
boro,162,147,02/04/2019,159,12
derby,128,147,02/04/2019,127,14
england,128,147,02/04/2019,128,14
leeds,116,147,02/04/2019,116,18
leicester,106,147,02/04/2019,106,19
bald,123,147,02/04/2019,123,16
ricardo,121,147,02/04/2019,121,17
brave,91,147,02/04/2019,91,20
city,225,148,03/04/2019,219,4
chris,286,148,03/04/2019,280,1
shame,234,148,03/04/2019,231,3
forest,253,148,03/04/2019,252,2
spurs,181,148,03/04/2019,179,8
united,189,148,03/04/2019,188,7
liverpool,177,148,03/04/2019,174,9
chelsea,197,148,03/04/2019,194,5
jake,164,148,03/04/2019,163,12
arsenal,161,148,03/04/2019,161,13
pulis,195,148,03/04/2019,183,6
dave,173,148,03/04/2019,168,10
boro,166,148,03/04/2019,162,11
derby,129,148,03/04/2019,128,14
england,128,148,03/04/2019,128,15
leeds,116,148,03/04/2019,116,18
leicester,107,148,03/04/2019,106,19
bald,123,148,03/04/2019,123,16
ricardo,122,148,03/04/2019,121,17
brave,91,148,03/04/2019,91,20
city,229,149,04/04/2019,225,4
chris,286,149,04/04/2019,286,1
shame,237,149,04/04/2019,234,3
forest,263,149,04/04/2019,253,2
spurs,182,149,04/04/2019,181,8
united,190,149,04/04/2019,189,7
liverpool,178,149,04/04/2019,177,9
chelsea,198,149,04/04/2019,197,5
jake,165,149,04/04/2019,164,12
arsenal,162,149,04/04/2019,161,13
pulis,198,149,04/04/2019,195,5
dave,173,149,04/04/2019,173,10
boro,169,149,04/04/2019,166,11
derby,130,149,04/04/2019,129,14
england,129,149,04/04/2019,128,15
leeds,118,149,04/04/2019,116,18
leicester,112,149,04/04/2019,107,19
bald,123,149,04/04/2019,123,16
ricardo,122,149,04/04/2019,122,17
brave,92,149,04/04/2019,91,20
city,230,150,05/04/2019,229,4
chris,287,150,05/04/2019,286,1
shame,238,150,05/04/2019,237,3
forest,266,150,05/04/2019,263,2
spurs,183,150,05/04/2019,182,8
united,191,150,05/04/2019,190,7
liverpool,180,150,05/04/2019,178,9
chelsea,198,150,05/04/2019,198,5
jake,168,150,05/04/2019,165,12
arsenal,163,150,05/04/2019,162,13
pulis,198,150,05/04/2019,198,5
dave,173,150,05/04/2019,173,10
boro,170,150,05/04/2019,169,11
derby,131,150,05/04/2019,130,15
england,136,150,05/04/2019,129,14
leeds,121,150,05/04/2019,118,18
leicester,112,150,05/04/2019,112,19
bald,124,150,05/04/2019,123,16
ricardo,122,150,05/04/2019,122,17
brave,92,150,05/04/2019,92,20
city,230,151,06/04/2019,230,4
chris,287,151,06/04/2019,287,1
shame,238,151,06/04/2019,238,3
forest,270,151,06/04/2019,266,2
spurs,183,151,06/04/2019,183,8
united,191,151,06/04/2019,191,7
liverpool,180,151,06/04/2019,180,9
chelsea,198,151,06/04/2019,198,6
jake,169,151,06/04/2019,168,12
arsenal,164,151,06/04/2019,163,13
pulis,199,151,06/04/2019,198,5
dave,173,151,06/04/2019,173,10
boro,172,151,06/04/2019,170,11
derby,131,151,06/04/2019,131,15
england,136,151,06/04/2019,136,14
leeds,122,151,06/04/2019,121,17
leicester,112,151,06/04/2019,112,19
bald,124,151,06/04/2019,124,16
ricardo,122,151,06/04/2019,122,17
brave,93,151,06/04/2019,92,20
city,231,152,07/04/2019,230,4
chris,287,152,07/04/2019,287,1
shame,238,152,07/04/2019,238,3
forest,270,152,07/04/2019,270,2
spurs,183,152,07/04/2019,183,8
united,191,152,07/04/2019,191,7
liverpool,180,152,07/04/2019,180,9
chelsea,198,152,07/04/2019,198,6
jake,169,152,07/04/2019,169,12
arsenal,164,152,07/04/2019,164,13
pulis,199,152,07/04/2019,199,5
dave,173,152,07/04/2019,173,10
boro,172,152,07/04/2019,172,11
derby,131,152,07/04/2019,131,15
england,136,152,07/04/2019,136,14
leeds,122,152,07/04/2019,122,17
leicester,112,152,07/04/2019,112,19
bald,125,152,07/04/2019,124,16
ricardo,122,152,07/04/2019,122,17
brave,93,152,07/04/2019,93,20
city,233,153,08/04/2019,231,4
chris,291,153,08/04/2019,287,1
shame,239,153,08/04/2019,238,3
forest,272,153,08/04/2019,270,2
spurs,184,153,08/04/2019,183,8
united,192,153,08/04/2019,191,7
liverpool,180,153,08/04/2019,180,9
chelsea,203,153,08/04/2019,198,5
jake,170,153,08/04/2019,169,12
arsenal,164,153,08/04/2019,164,13
pulis,201,153,08/04/2019,199,6
dave,174,153,08/04/2019,173,10
boro,174,153,08/04/2019,172,10
derby,132,153,08/04/2019,131,15
england,136,153,08/04/2019,136,14
leeds,122,153,08/04/2019,122,17
leicester,112,153,08/04/2019,112,19
bald,125,153,08/04/2019,125,16
ricardo,122,153,08/04/2019,122,17
brave,93,153,08/04/2019,93,20
city,236,154,09/04/2019,233,4
chris,291,154,09/04/2019,291,1
shame,240,154,09/04/2019,239,3
forest,272,154,09/04/2019,272,2
spurs,188,154,09/04/2019,184,8
united,192,154,09/04/2019,192,7
liverpool,182,154,09/04/2019,180,9
chelsea,203,154,09/04/2019,203,5
jake,170,154,09/04/2019,170,12
arsenal,164,154,09/04/2019,164,13
pulis,201,154,09/04/2019,201,6
dave,174,154,09/04/2019,174,10
boro,174,154,09/04/2019,174,10
derby,132,154,09/04/2019,132,15
england,136,154,09/04/2019,136,14
leeds,122,154,09/04/2019,122,17
leicester,112,154,09/04/2019,112,19
bald,125,154,09/04/2019,125,16
ricardo,122,154,09/04/2019,122,17
brave,94,154,09/04/2019,93,20
city,243,155,10/04/2019,236,4
chris,295,155,10/04/2019,291,1
shame,245,155,10/04/2019,240,3
forest,275,155,10/04/2019,272,2
spurs,192,155,10/04/2019,188,8
united,197,155,10/04/2019,192,7
liverpool,184,155,10/04/2019,182,9
chelsea,204,155,10/04/2019,203,5
jake,172,155,10/04/2019,170,13
arsenal,173,155,10/04/2019,164,12
pulis,202,155,10/04/2019,201,6
dave,177,155,10/04/2019,174,10
boro,176,155,10/04/2019,174,11
derby,134,155,10/04/2019,132,15
england,137,155,10/04/2019,136,14
leeds,124,155,10/04/2019,122,17
leicester,113,155,10/04/2019,112,19
bald,127,155,10/04/2019,125,16
ricardo,122,155,10/04/2019,122,18
brave,95,155,10/04/2019,94,20
city,243,156,11/04/2019,243,4
chris,298,156,11/04/2019,295,1
shame,251,156,11/04/2019,245,3
forest,277,156,11/04/2019,275,2
spurs,192,156,11/04/2019,192,8
united,199,156,11/04/2019,197,7
liverpool,187,156,11/04/2019,184,10
chelsea,204,156,11/04/2019,204,6
jake,191,156,11/04/2019,172,9
arsenal,178,156,11/04/2019,173,12
pulis,208,156,11/04/2019,202,5
dave,180,156,11/04/2019,177,11
boro,176,156,11/04/2019,176,13
derby,134,156,11/04/2019,134,15
england,143,156,11/04/2019,137,14
leeds,126,156,11/04/2019,124,18
leicester,113,156,11/04/2019,113,19
bald,127,156,11/04/2019,127,16
ricardo,127,156,11/04/2019,122,16
brave,95,156,11/04/2019,95,20
city,248,157,12/04/2019,243,4
chris,301,157,12/04/2019,298,1
shame,261,157,12/04/2019,251,3
forest,279,157,12/04/2019,277,2
spurs,196,157,12/04/2019,192,9
united,202,157,12/04/2019,199,7
liverpool,193,157,12/04/2019,187,10
chelsea,211,157,12/04/2019,204,5
jake,200,157,12/04/2019,191,8
arsenal,179,157,12/04/2019,178,12
pulis,208,157,12/04/2019,208,6
dave,187,157,12/04/2019,180,11
boro,176,157,12/04/2019,176,13
derby,134,157,12/04/2019,134,15
england,147,157,12/04/2019,143,14
leeds,130,157,12/04/2019,126,17
leicester,113,157,12/04/2019,113,19
bald,134,157,12/04/2019,127,15
ricardo,127,157,12/04/2019,127,18
brave,96,157,12/04/2019,95,20
city,248,158,13/04/2019,248,4
chris,301,158,13/04/2019,301,1
shame,262,158,13/04/2019,261,3
forest,280,158,13/04/2019,279,2
spurs,197,158,13/04/2019,196,9
united,203,158,13/04/2019,202,7
liverpool,194,158,13/04/2019,193,10
chelsea,211,158,13/04/2019,211,5
jake,202,158,13/04/2019,200,8
arsenal,180,158,13/04/2019,179,12
pulis,209,158,13/04/2019,208,6
dave,192,158,13/04/2019,187,11
boro,177,158,13/04/2019,176,13
derby,134,158,13/04/2019,134,15
england,147,158,13/04/2019,147,14
leeds,130,158,13/04/2019,130,17
leicester,114,158,13/04/2019,113,19
bald,134,158,13/04/2019,134,15
ricardo,127,158,13/04/2019,127,18
brave,97,158,13/04/2019,96,20
city,252,159,14/04/2019,248,4
chris,301,159,14/04/2019,301,1
shame,263,159,14/04/2019,262,3
forest,280,159,14/04/2019,280,2
spurs,200,159,14/04/2019,197,9
united,209,159,14/04/2019,203,6
liverpool,199,159,14/04/2019,194,10
chelsea,214,159,14/04/2019,211,5
jake,202,159,14/04/2019,202,8
arsenal,180,159,14/04/2019,180,12
pulis,209,159,14/04/2019,209,6
dave,192,159,14/04/2019,192,11
boro,177,159,14/04/2019,177,13
derby,134,159,14/04/2019,134,16
england,147,159,14/04/2019,147,14
leeds,130,159,14/04/2019,130,17
leicester,114,159,14/04/2019,114,19
bald,135,159,14/04/2019,134,15
ricardo,128,159,14/04/2019,127,18
brave,98,159,14/04/2019,97,20
city,252,160,15/04/2019,252,4
chris,303,160,15/04/2019,301,1
shame,265,160,15/04/2019,263,3
forest,280,160,15/04/2019,280,2
spurs,200,160,15/04/2019,200,9
united,209,160,15/04/2019,209,7
liverpool,200,160,15/04/2019,199,9
chelsea,214,160,15/04/2019,214,5
jake,202,160,15/04/2019,202,8
arsenal,180,160,15/04/2019,180,12
pulis,210,160,15/04/2019,209,6
dave,192,160,15/04/2019,192,11
boro,177,160,15/04/2019,177,13
derby,134,160,15/04/2019,134,16
england,147,160,15/04/2019,147,14
leeds,130,160,15/04/2019,130,18
leicester,114,160,15/04/2019,114,19
bald,135,160,15/04/2019,135,15
ricardo,131,160,15/04/2019,128,17
brave,98,160,15/04/2019,98,20
city,259,161,16/04/2019,252,4
chris,304,161,16/04/2019,303,1
shame,266,161,16/04/2019,265,3
forest,281,161,16/04/2019,280,2
spurs,206,161,16/04/2019,200,9
united,218,161,16/04/2019,209,5
liverpool,206,161,16/04/2019,200,9
chelsea,214,161,16/04/2019,214,6
jake,207,161,16/04/2019,202,8
arsenal,186,161,16/04/2019,180,12
pulis,210,161,16/04/2019,210,7
dave,193,161,16/04/2019,192,11
boro,178,161,16/04/2019,177,13
derby,134,161,16/04/2019,134,16
england,149,161,16/04/2019,147,14
leeds,130,161,16/04/2019,130,18
leicester,114,161,16/04/2019,114,19
bald,138,161,16/04/2019,135,15
ricardo,131,161,16/04/2019,131,17
brave,101,161,16/04/2019,98,20
city,282,162,17/04/2019,259,3
chris,304,162,17/04/2019,304,1
shame,270,162,17/04/2019,266,4
forest,284,162,17/04/2019,281,2
spurs,236,162,17/04/2019,206,5
united,225,162,17/04/2019,218,6
liverpool,216,162,17/04/2019,206,7
chelsea,216,162,17/04/2019,214,7
jake,214,162,17/04/2019,207,9
arsenal,190,162,17/04/2019,186,12
pulis,211,162,17/04/2019,210,10
dave,199,162,17/04/2019,193,11
boro,179,162,17/04/2019,178,13
derby,134,162,17/04/2019,134,16
england,152,162,17/04/2019,149,14
leeds,130,162,17/04/2019,130,18
leicester,114,162,17/04/2019,114,19
bald,139,162,17/04/2019,138,15
ricardo,133,162,17/04/2019,131,17
brave,104,162,17/04/2019,101,20
city,293,163,18/04/2019,282,2
chris,307,163,18/04/2019,304,1
shame,274,163,18/04/2019,270,4
forest,286,163,18/04/2019,284,3
spurs,251,163,18/04/2019,236,5
united,230,163,18/04/2019,225,6
liverpool,222,163,18/04/2019,216,7
chelsea,217,163,18/04/2019,216,9
jake,218,163,18/04/2019,214,8
arsenal,194,163,18/04/2019,190,12
pulis,211,163,18/04/2019,211,10
dave,201,163,18/04/2019,199,11
boro,180,163,18/04/2019,179,13
derby,135,163,18/04/2019,134,16
england,155,163,18/04/2019,152,14
leeds,131,163,18/04/2019,130,18
leicester,114,163,18/04/2019,114,19
bald,142,163,18/04/2019,139,15
ricardo,133,163,18/04/2019,133,17
brave,104,163,18/04/2019,104,20
city,296,164,19/04/2019,293,2
chris,308,164,19/04/2019,307,1
shame,277,164,19/04/2019,274,4
forest,286,164,19/04/2019,286,3
spurs,254,164,19/04/2019,251,5
united,232,164,19/04/2019,230,6
liverpool,223,164,19/04/2019,222,7
chelsea,220,164,19/04/2019,217,8
jake,218,164,19/04/2019,218,9
arsenal,196,164,19/04/2019,194,12
pulis,211,164,19/04/2019,211,10
dave,201,164,19/04/2019,201,11
boro,180,164,19/04/2019,180,13
derby,135,164,19/04/2019,135,16
england,157,164,19/04/2019,155,14
leeds,132,164,19/04/2019,131,18
leicester,115,164,19/04/2019,114,19
bald,142,164,19/04/2019,142,15
ricardo,133,164,19/04/2019,133,17
brave,106,164,19/04/2019,104,20
city,296,165,20/04/2019,296,2
chris,308,165,20/04/2019,308,1
shame,277,165,20/04/2019,277,4
forest,286,165,20/04/2019,286,3
spurs,254,165,20/04/2019,254,5
united,232,165,20/04/2019,232,6
liverpool,223,165,20/04/2019,223,7
chelsea,220,165,20/04/2019,220,8
jake,218,165,20/04/2019,218,9
arsenal,196,165,20/04/2019,196,12
